state,district,avg_daily_enrolments,avg_daily_updates,daily_gap,operators_needed,stress_percentile,recommendation
Andhra Pradesh,Chittoor,0.9091741020361473,41.56474490963166,-3384.866666666667,0,29.98046875,Monitor / No Action
Andhra Pradesh,Cuddapah,0.8117779656241195,31.95942519019442,-2105.5809523809526,0,25.78125,Monitor / No Action
Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,0.1830708661417323,4.850674915635546,-161.14563106796118,0,8.88671875,Monitor / No Action
West Bengal,Howrah,2.1781946072684644,34.60805001953888,-1565.811320754717,0,58.7890625,Monitor / No Action
West Bengal,Hugli,0.1891348088531187,1.3601609657947686,-12.125,0,37.890625,Monitor / No Action
West Bengal,Jalpaiguri,1.662876993525975,34.98263066477183,-2028.9807692307693,0,48.92578125,Monitor / No Action
West Bengal,Jhargram,0.4921711899791232,4.735908141962422,-78.94174757281553,0,37.109375,Monitor / No Action
West Bengal,Kalimpong,0.7899686520376176,3.907523510971787,-20.29591836734694,0,23.2421875,Monitor / No Action
West Bengal,Koch Bihar,1.0597596622279961,21.598895745371873,-602.2857142857143,0,43.06640625,Monitor / No Action
West Bengal,Kolkata,1.392603711790393,22.775109170305676,-1492.2952380952381,0,35.25390625,Monitor / No Action
West Bengal,Malda,4.324541921154914,65.23542476402,-2069.8207547169814,0,84.375,Monitor / No Action
West Bengal,Maldah,0.7539473684210526,13.179824561403509,-267.27358490566036,0,39.74609375,Monitor / No Action
West Bengal,Medinipur,0.14736842105263157,1.0473684210526315,-2.310810810810811,0,37.40234375,Monitor / No Action
Andhra Pradesh,K.V.Rangareddy,0.08769633507853403,1.4293193717277486,-11.141304347826088,0,13.37890625,Monitor / No Action
West Bengal,Murshidabad,4.125044237348119,56.42361684558217,-4222.238095238095,0,73.33984375,Monitor / No Action
West Bengal,Nadia,2.426179604261796,37.217517642175174,-2394.638095238095,0,57.03125,Monitor / No Action
West Bengal,Naihati Anandabazar,0.0,1.0,-1.0,0,2.001953125,Monitor / No Action
West Bengal,North 24 Parganas,2.1136993483634186,32.21339225526178,-3791.1415094339623,0,54.78515625,Monitor / No Action
West Bengal,North Dinajpur,0.34845360824742266,4.781443298969072,-42.57425742574257,0,26.07421875,Monitor / No Action
